database_family	revised_family	database_name	revised_name	database	tax_ref	year_ref	canine	evidence_canine	reference_canine	obs_canine	diet	reference diet	horn	reference_horn	obs1	obs2	category	is_ruminant
Moschidae	Moschidae	Longirostromeryx_wellsi	Longirostromeryx_wellsi	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Longirostromeryx_wellsi	Longirostromeryx_wellsi	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Machaeromeryx_gilchristensis	Machaeromeryx_gilchristensis	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Machaeromeryx_gilchristensis	Machaeromeryx_gilchristensis	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Machaeromeryx_tragulus	Machaeromeryx_tragulus	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	direct	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Machaeromeryx_tragulus	Machaeromeryx_tragulus	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	direct	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Micromeryx_azanzae	Micromeryx_azanzae	now	S塘nchez; I. M.; Domingo; M. S.; & Morales; J. (2009). New data on the Moschidae (Mammalia; Ruminantia) from the upper Miocene of Spain (MN 10-MN 11). Journal of Vertebrate Paleontology; 29(2); 567-575.	2009	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Moschidae	Moschidae	Micromeryx_florecianus	Micromeryx_flourensianus	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								typo	yes
Moschidae	Moschidae	Micromeryx_flourensianus	Micromeryx_flourensianus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Moschidae	Moschidae	Micromeryx_flourensianus	Micromeryx_flourensianus	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Moschidae	Moschidae	Micromeryx_sansaniensis	Micromeryx_sansaniensis	pbdb	Buffetaut; 啼.; Crouzel; F.; Juillard; F.; & Stigliani; F. (1984). Le crocodilien longirostre Gavialosuchus dans le Mioc态ne moyen de Polastron (Gers; France). Geobios; 17(1); 113-117.	1984	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Moschidae	Moschidae	Micromeryx_styriacus	Micromeryx_styriacus	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Moschidae	Moschidae	Moschus_moschiferus	Moschus_moschiferus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Moschidae	Moschidae	Oriomeryx_major	Oriomeryx_major	pbdb	Becker; D.; Rossner; G. E.; Picot; L.; & Berger; J. P. (2001). Early Miocene ruminants of Wallenried (USM; Aquitanian/Switzerland): sedimentology; biostratigraphy and paleoecology. Eclogae Geologicae Helvetiae; 94(3); 547-564.	2001	1	indirect, family-level	Mennecart, B. (2012). The Ruminantia (Mammalia, Cetartiodactyla) from the Oligocene to the Early Miocene of Western Europe (Doctoral dissertation, Université de Fribourg).	"The attribution to Moschidae is mostly based only on the presence of an elongated saber-like upper canine and the absence of appendages"							valid_species	yes
Moschidae	Moschidae	Oriomeryx_willii	Oriomeryx_willii	pbdb	Ginsburg; L. (2001). Les faunes de mammif态res terrestres du Mioc态ne moyen des Faluns du bassin de Savign泰-sur-Lathan (France). Geodiversitas; 23(3); 381-394.	2001	1	indirect, family-level	Mennecart, B. (2012). The Ruminantia (Mammalia, Cetartiodactyla) from the Oligocene to the Early Miocene of Western Europe (Doctoral dissertation, Université de Fribourg).	"The attribution to Moschidae is mostly based only on the presence of an elongated saber-like upper canine and the absence of appendages"							valid_species	yes
Moschidae	Moschidae	Parablastomeryx_floridanus	Parablastomeryx_floridanus	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Parablastomeryx_floridanus	Parablastomeryx_floridanus	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Parablastomeryx_gregorii	Parablastomeryx_gregorii	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Parablastomeryx_gregorii	Parablastomeryx_gregorii	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Pomelomeryx_boulangeri	Pomelomeryx_boulangeri	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect, family-level	Mennecart, B. (2012). The Ruminantia (Mammalia, Cetartiodactyla) from the Oligocene to the Early Miocene of Western Europe (Doctoral dissertation, Université de Fribourg).	"The attribution to Moschidae is mostly based only on the presence of an elongated saber-like upper canine and the absence of appendages"							valid_species	yes
Moschidae	Moschidae	Pomelomeryx_gracilis	Pomelomeryx_gracilis	now	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect, family-level	Mennecart, B. (2012). The Ruminantia (Mammalia, Cetartiodactyla) from the Oligocene to the Early Miocene of Western Europe (Doctoral dissertation, Université de Fribourg).	"The attribution to Moschidae is mostly based only on the presence of an elongated saber-like upper canine and the absence of appendages"							valid_species	yes
Moschidae	Moschidae	Pomelomeryx_gracilis	Pomelomeryx_gracilis	pbdb	Prothero; D. R.; & Foss; S. E. (Eds.). (2007). The evolution of artiodactyls. JHU Press.	2007	1	indirect, family-level	Mennecart, B. (2012). The Ruminantia (Mammalia, Cetartiodactyla) from the Oligocene to the Early Miocene of Western Europe (Doctoral dissertation, Université de Fribourg).	"The attribution to Moschidae is mostly based only on the presence of an elongated saber-like upper canine and the absence of appendages"							valid_species	yes
Moschidae	Moschidae	Problastomeryx_mollis	Problastomeryx_primus	pbdb	Prothero; D.R. 2011. Magnetobiostratigraphy of the Miocene Troublesome Formation; Middle Park Basin; Colorado. New Mexico Museum of Natural History Bulletin 53:602-609.	2011	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								synonymized	yes
Moschidae	Moschidae	Problastomeryx_olcotti	Problastomeryx_olcotti	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Problastomeryx_primus	Problastomeryx_primus	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Problastomeryx_primus	Problastomeryx_primus	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	Webb, S. D. (1998). 31 Hornless ruminants. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.								valid_species	yes
Moschidae	Moschidae	Pseudoblastomeryx_advena	Pseudoblastomeryx_advena	now	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Pseudoblastomeryx_advena	Pseudoblastomeryx_advena	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								valid_species	yes
Moschidae	Moschidae	Pseudoblastomeryx_falkenbachi	Pseudoblastomeryx_advena	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								synonymized	yes
Moschidae	Moschidae	Pseudoblastomeryx_marsa	Pseudoblastomeryx_advena	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								synonymized	yes
Moschidae	Moschidae	Pseudoblastomeryx_schultzi	Pseudoblastomeryx_advena	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								synonymized	yes
Moschidae	Moschidae	Pseudoblastomeryx_tantillus	Pseudoblastomeryx_advena	pbdb	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.	2008	1	indirect	PROTHERO; D. (2008). SYSTEMATICS OF THE MUSKDEER (ARTIODACTYLA: MOSCHIDAE: BLASTOMERYCINAE) FROM THEMIOCENE OFNORTHAMERICA.蘝Neogene Mammals: Bulletin 44;蘝44; 207.								synonymized	yes
Oromerycidae		Camelodon_arapahovius	Camelodon_arapahovius	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Eotylopus_reedi	Eotylopus_reedi	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Eotylopus_reedi	Eotylopus_reedi	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Malaquiferus_tourteloti	Malaquiferus_tourteloti	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Malaquiferus_tourteloti	Malaquiferus_tourteloti	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Merycobunodon_littoralis	Merycobunodon_littoralis	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Merycobunodon_littoralis	Merycobunodon_littoralis	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Montanatylopus_matthewi	Montanatylopus_matthewi	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Montanatylopus_matthewi	Montanatylopus_matthewi	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Oromeryx_plicatus	Oromeryx_plicatus	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Oromeryx_plicatus	Oromeryx_plicatus	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_annectens	Protylopus_annectens	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_annectens	Protylopus_annectens	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_pearsonensis	Protylopus_pearsonensis	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_pearsonensis	Protylopus_pearsonensis	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_petersoni	Protylopus_petersoni	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_petersoni	Protylopus_petersoni	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_robustus	Protylopus_robustus	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_robustus	Protylopus_robustus	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_stocki	Protylopus_stocki	now	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Oromerycidae	Oromerycidae	Protylopus_stocki	Protylopus_stocki	pbdb	Janis; C. M.; Scott; K. M.; & Jacobs; L. L. (1998). Evolution of Tertiary mammals of North America: Volume 1; terrestrial carnivores; ungulates; and ungulate like mammals (Vol. 1). Cambridge University Press.	1998	 	 	 								valid_species	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_gracilis	Aletomeryx_gracilis	pbdb	PROTHERO; D.; & LITER; M. R. (2008). SYSTEMATICS OF THEDROMOMERYCINES ANDALETOMERYCINES (ARTIODACTYLA: PALAEOMERYCIDAE) FROM THEMIOCENE AND PLIOCENE OFNORTHAMERICA. Neogene Mammals: Bulletin 44; 44; 273.	2008	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		valid_species	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_lugni	Aletomeryx_gracilis	pbdb	PROTHERO; D.; & LITER; M. R. (2008). SYSTEMATICS OF THEDROMOMERYCINES ANDALETOMERYCINES (ARTIODACTYLA: PALAEOMERYCIDAE) FROM THEMIOCENE AND PLIOCENE OFNORTHAMERICA. Neogene Mammals: Bulletin 44; 44; 273.	2008	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		synonymized	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_marshi	Aletomeryx_gracilis	pbdb	PROTHERO; D.; & LITER; M. R. (2008). SYSTEMATICS OF THEDROMOMERYCINES ANDALETOMERYCINES (ARTIODACTYLA: PALAEOMERYCIDAE) FROM THEMIOCENE AND PLIOCENE OFNORTHAMERICA. Neogene Mammals: Bulletin 44; 44; 273.	2008	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		synonymized	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_marslandensis	Aletomeryx_marslandensis	pbdb	PROTHERO; D.; & LITER; M. R. (2008). SYSTEMATICS OF THEDROMOMERYCINES ANDALETOMERYCINES (ARTIODACTYLA: PALAEOMERYCIDAE) FROM THEMIOCENE AND PLIOCENE OFNORTHAMERICA. Neogene Mammals: Bulletin 44; 44; 273.	2008	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		valid_species	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_occidentalis	Aletomeryx_occidentalis	pbdb	PROTHERO; D.; & LITER; M. R. (2008). SYSTEMATICS OF THEDROMOMERYCINES ANDALETOMERYCINES (ARTIODACTYLA: PALAEOMERYCIDAE) FROM THEMIOCENE AND PLIOCENE OFNORTHAMERICA. Neogene Mammals: Bulletin 44; 44; 273.	2008	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		valid_species	yes
Palaeomerycidae	Palaeomerycidae	Aletomeryx_pristinus	Aletomeryx_pristinus	pbdb	PBDB review	NA	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.				1	indirect	Janis, C. M. and Manning, E. (1998). 32 Dromomerycidae. Evolution of Tertiary Mammals of North America: Volume 1, Terrestrial Carnivores, Ungulates, and Ungulate Like Mammals, 1, 463.		valid_species	yes
